d,reservas_musd,EMAE,IPC_VAR,Base_Monetaria,saldo comercial,Precio_Maiz,Precio_Trigo,Precio_Soja,Brecha_Usd,Tasa_Badlar,riesgo_pais,Tasa de interes Internacional,VIX,reservas_lag1,EMAE_lag1,target_reservas_next_month,cepo,cosecha_gruesa,sequia,anio_electoral,cosecha_efectiva,desembolso_fmi,trimestre,es_diciembre,brecha_promedio_3m
2015-11-30,26175.05263157895,148.46475854736758,0.02,560081.4210526316,-701.0,164.465401870748,157.804378947368,319.0822908,0.3478712357217028,23.42763157894737,486.05,0.12,16.29,27916.90476190476,149.21141441228775,24823.85,1,0,0,1,0,0,4,0,0.3423454796198362
2015-12-31,24823.85,146.90705209847704,0.039,622699.6,-975.0,169.002119897959,163.893455,323.315332056818,0.2388451443569554,27.34375,478.14,0.11,19.12,26175.05263157895,148.46475854736758,25750.4,0,0,0,1,0,0,4,1,0.3058636616419553
2016-01-31,25750.4,148.00879022485478,0.041,601463.15,-249.0,179.912739285714,164.611626666667,323.204353776316,0.1112737920937041,26.3125,486.5,0.11,15.9,24823.85,146.90705209847704,29365.84210526316,0,0,0,0,0,0,1,0,0.23266339072412076
2016-02-29,29365.84210526316,147.08049138503762,0.027,563841.2105263158,46.0,161.823044821429,159.283795,320.12948625,0.0573936529372045,26.22368421052632,471.24,0.11,14.81,25750.4,148.00879022485478,28764.952380952385,0,0,0,0,0,0,1,0,0.13583752979595468
2016-03-31,28764.952380952385,146.0946673671704,0.03,584929.0476190476,-130.0,150.21541242236,164.060471666667,326.935421590909,0.0641711229946524,29.735119047619047,450.09,0.12,13.49,29365.84210526316,147.08049138503762,30937.2380952381,0,0,0,0,0,0,1,0,0.07761285600852033
2016-04-30,30937.2380952381,144.96699532475387,0.034,582016.619047619,320.0,148.51190170068,163.386837777778,353.80246275,0.0645385149201942,30.69642857142857,434.24,0.12,13.34,28764.952380952385,146.0946673671704,31563.09523809524,0,1,0,0,1,0,2,0,0.062034430284017034
2016-05-31,31563.09523809524,144.54645186322165,0.042,585480.2380952381,503.0,152.617444047619,157.560342063492,388.5121365,0.0304101838755304,30.96428571428572,545.68,0.13,14.34,30937.2380952381,144.96699532475387,31375.2,0,1,0,0,1,0,2,0,0.05303994059679234
2016-06-30,31375.2,144.21999980992533,0.031,619259.75,259.0,151.331415714286,156.695036666667,421.228941715909,0.0162659123055162,28.946875,521.45,0.13,14.35,31563.09523809524,144.54645186322165,33360.1,0,1,0,0,1,0,2,0,0.03707153703374693
2016-07-31,33360.1,144.4305955635188,0.02,670619.7,278.0,152.729924659864,133.710203,390.4018125,-0.0026827632461435,26.01875,511.95,0.14,19.43,31375.2,144.21999980992533,32144.63636363636,0,1,0,0,1,0,3,0,0.014664444311634365
2016-08-31,32144.63636363636,145.51914471852302,0.002,676634.8636363636,595.0,160.012106964286,127.899911014493,370.316587793478,0.0478114478114479,24.84375,489.09,0.14,24.38,33360.1,144.4305955635188,30853.5,0,0,0,0,0,0,3,0,0.020464865623606866
2016-09-30,30853.5,144.9303198799002,0.011,680829.0454545454,242.0,162.962535912698,123.248756190476,355.90210275,-0.0139072847682119,23.05397727272727,447.0,0.12,16.79,32144.63636363636,145.51914471852302,37013.75,0,0,0,0,0,0,3,0,0.010407133265697501
2016-10-31,37013.75,145.01114536960085,0.024,693354.5,-54.0,158.979119254658,122.558500166667,358.38667675,-0.0362318840579709,22.090625,448.29,0.12,16.21,30853.5,144.9303198799002,37702.28571428572,0,0,0,0,0,0,4,0,-0.0007759070049116329
2016-11-30,37702.28571428572,145.6951942408422,0.016,719942.1904761905,125.0,156.540452067669,122.549797719298,368.3730895,-0.0501955671447196,21.09821428571428,477.95,0.24,18.03,37013.75,145.01114536960085,37885.6,0,0,0,0,0,0,4,0,-0.0334449119903008
2016-12-31,37885.6,147.06755778494914,0.012,790974.9,33.0,158.600219642857,122.846325555556,375.28877875,-0.0360075805432722,20.028125,493.32,0.34,23.72,37702.28571428572,145.6951942408422,41108.95454545454,0,0,0,0,0,0,4,1,-0.040811677248654234
2017-01-31,41108.95454545454,147.2604210266333,0.013,816861.909090909,-53.0,157.973907142857,137.145735833333,379.589978775,-0.032683846637335,19.76704545454545,466.09,0.38,22.52,37885.6,147.06755778494914,48234.66666666666,0,0,0,0,0,0,1,0,-0.03962899810844227
2017-02-28,48234.66666666666,146.9008639499189,0.025,829893.388888889,-218.0,157.610645892857,147.361442105263,380.872623986842,-0.0057692307692307,20.0625,454.65,0.36,15.85,41108.95454545454,147.2604210266333,51465.36363636364,0,0,0,0,0,0,1,0,-0.02482021931661263
2017-03-31,51465.36363636364,147.7842176800391,0.024,789794.7272727274,-911.0,148.543430357143,146.43149942029,366.095056173913,0.0057989690721649,19.5,452.17,0.37,14.3,48234.66666666666,146.9008639499189,50115.38888888889,0,0,0,0,0,0,1,0,-0.0108847027781336
2017-04-30,50115.38888888889,147.61007500510655,0.026,795641.611111111,-106.0,147.315857857143,138.407590701754,347.861310355263,0.0143229166666667,19.24652777777777,432.0,0.37,14.85,51465.36363636364,147.7842176800391,47722.23809523808,0,1,0,0,1,0,2,0,0.0047842183232003005
2017-05-31,47722.23809523808,148.50355632425217,0.013,784815.3333333333,-571.0,148.722376785714,146.440213333333,350.179987261364,0.0464968152866243,19.63392857142857,412.13,0.38,17.77,50115.38888888889,147.61007500510655,45486.71428571428,0,1,0,0,1,0,2,0,0.022206233675151964
2017-06-30,45486.71428571428,150.15143565641074,0.012,813702.2380952381,-746.0,148.792165892857,157.246191666667,339.728909863636,0.0471464019851115,19.80952380952381,410.05,0.39,13.16,47722.23809523808,148.50355632425217,47894.90476190476,0,1,0,0,1,0,2,0,0.035988711312800827
2017-07-31,47894.90476190476,150.43418354065443,0.017,852738.4761904762,-745.0,149.0874275,174.532416666667,365.4528402,-0.0396039603960397,20.16071428571428,435.7,0.4,12.4,45486.71428571428,150.15143565641074,48267.95454545454,0,1,0,0,1,0,3,0,0.01801308562523203
2017-08-31,48267.95454545454,150.4077207914009,0.014,860633.8636363635,-1052.0,155.916875340136,139.050815072464,345.410749402174,-0.0769230769230771,20.80681818181818,420.17,0.4,14.22,47894.90476190476,150.43418354065443,50893.19047619047,0,0,0,0,0,0,3,0,-0.02312687844466843
2017-09-30,50893.19047619047,151.25387094792785,0.019,875092.7619047619,-698.0,163.460969736842,138.413392333333,353.86020285,-0.0765217391304348,21.32738095238095,378.9,0.4,14.59,48267.95454545454,150.4077207914009,51631.619047619046,0,0,0,0,0,0,3,0,-0.06434959214985053
2017-10-31,51631.619047619046,151.75184730246647,0.015,888307.4285714285,-927.0,172.076589965986,133.344516031746,358.276127522727,-0.0750716332378222,21.64583333333333,354.05,0.41,15.24,50893.19047619047,151.25387094792785,54033.5,0,0,0,0,0,0,4,0,-0.07617214976377802
2017-11-30,54033.5,152.53677548622022,0.014,906064.9,-1494.0,175.600982482993,138.045955666667,361.4092835,-0.0537449971412233,22.59375,370.09,0.54,12.47,51631.619047619046,151.75184730246647,55599.57894736842,0,0,0,0,0,0,4,0,-0.06844612316982678
2017-12-31,55599.57894736842,152.2317363730293,0.031,982797.6842105264,-787.0,179.179058928571,147.1032695,357.1533569625,0.0005649717514124,23.27302631578947,356.2,0.65,11.61,54033.5,152.53677548622022,60661.09090909091,0,0,0,0,0,0,4,1,-0.0427505528758777
2018-01-31,60661.09090909091,150.73505851150057,0.018,1026718.5909090912,-933.0,165.140285544218,156.388044126984,356.868812,-0.0399369416710457,22.96590909090909,364.55,0.66,11.53,55599.57894736842,152.2317363730293,62264.777777777774,0,0,1,0,0,0,1,0,-0.03103898902028553
2018-02-28,62264.777777777774,151.8856718723988,0.024,1024489.5,-892.0,156.55426547619,172.289119122807,371.232237434211,-0.094758064516129,22.78125,399.26,0.79,11.9,60661.09090909091,150.73505851150057,61786.55,0,0,1,0,0,0,1,0,-0.044710011478587434
2018-03-31,61786.55,151.3046346593278,0.023,1024145.45,-562.0,162.522258540373,180.918815873016,381.89389625,-0.1136363636363635,22.8125,411.0,0.9,13.14,62264.777777777774,151.8856718723988,61044.63157894737,0,0,1,0,0,0,1,0,-0.08277712327451274
2018-04-30,61044.63157894737,146.8237505948231,0.027,1024598.0,-890.0,154.945003383459,180.376409365079,381.2683785,-0.1077075098814229,22.81578947368421,408.67,0.91,10.86,61786.55,151.3046346593278,53896.23809523808,0,1,1,0,0,0,2,0,-0.1053673126779718
2018-05-31,53896.23809523808,144.71362148421386,0.021,1026253.047619048,-1285.0,160.365565062112,192.70383,374.848371306818,-0.2374313476975074,28.28571428571428,470.52,1.04,10.51,61044.63157894737,146.8237505948231,53361.2,0,1,1,0,0,0,2,0,-0.15292507373843126
2018-06-30,53361.2,143.45758234215486,0.037,1067037.2,-328.0,160.878207678571,193.07921984127,339.9579615,-0.2664907651715039,30.565625,530.95,1.15,10.26,53896.23809523808,144.71362148421386,60010.90476190476,0,1,1,0,0,1,2,0,-0.2038765409168114
2018-07-31,60010.90476190476,143.85393489559368,0.031,1113215.571428571,-767.0,167.489880555556,196.806077460317,312.56203375,-0.2761491132826637,34.52083333333334,574.64,1.16,11.98,53361.2,143.45758234215486,55854.27272727273,0,1,1,0,0,0,3,0,-0.2600237420505583
2018-08-31,55854.27272727273,146.6806318491126,0.039,1197267.318181818,-1112.0,166.846241496599,211.29205884058,316.658804152174,-0.3147410358565737,35.16761363636363,670.0,1.15,10.44,60010.90476190476,143.85393489559368,50208.8,0,0,1,0,0,0,3,0,-0.28579363810358044
2018-09-30,50208.8,143.21163202009444,0.065,1275411.65,337.0,169.656283458647,191.144421754386,306.432788605263,-0.4667012179321068,41.85625,672.7,1.15,10.13,55854.27272727273,146.6806318491126,49110.95454545454,0,0,1,0,0,0,3,0,-0.35253045569044805
2018-10-31,49110.95454545454,143.50447782060883,0.054,1251676.0454545447,325.0,166.321331972789,188.461606666667,315.852040304348,-0.3407866379310344,50.49147727272727,658.61,1.16,10.54,50208.8,143.21163202009444,52578.0,0,0,1,0,0,1,4,0,-0.374076297239905
2018-11-30,52578.0,141.5928137138015,0.032,1259749.315789474,987.0,161.653386564626,181.552390877193,322.28161725,-0.2534284147010422,51.36513157894737,655.36,1.3,10.26,49110.95454545454,143.50447782060883,55628.11111111111,0,0,1,0,0,0,4,0,-0.35363875685472784
2018-12-31,55628.11111111111,142.03281576361033,0.026,1327551.166666667,1419.0,171.180153571429,188.535836296296,330.482023725,-0.2420163631565057,48.63541666666666,771.15,1.41,11.06,52578.0,141.5928137138015,66196.68181818182,0,0,1,0,0,0,4,1,-0.27874380526286074
2019-01-31,66196.68181818182,141.75768738344132,0.029,1346581.2272727273,373.0,195.167922321429,188.84494968254,333.77714625,-0.2125100240577384,45.8125,699.64,1.42,22.46,55628.11111111111,142.03281576361033,67010.5,0,0,0,1,0,0,1,0,-0.23598493397176212
2019-02-28,67010.5,144.2107930277922,0.038,1342322.1,450.0,189.486373214286,177.916701754386,334.503041526316,-0.0059880239520957,37.584375,679.85,1.51,19.02,66196.68181818182,141.75768738344132,67955.0,0,0,0,1,0,0,1,0,-0.15350480372211325
2019-03-31,67955.0,142.56982226892956,0.047,1300799.578947368,1181.0,163.628614285714,164.506644761905,329.23667475,-0.0865570599613152,41.67434210526316,748.38,1.69,18.27,67010.5,144.2107930277922,72446.0,0,0,0,1,0,0,1,0,-0.1016850359903831
2019-04-30,72446.0,142.56756072086398,0.034,1327306.473684211,1165.0,157.374436607143,159.030088730159,324.254404,-0.1741845940319221,48.70723684210526,838.76,1.7,14.12,67955.0,142.56982226892956,67411.68181818182,0,1,0,1,1,0,2,0,-0.08890989264844433
2019-05-31,67411.68181818182,144.6235325958493,0.031,1341852.2727272727,1399.0,167.297794099379,158.281695,305.310919056818,-0.1695971511239705,52.58806818181818,923.91,1.82,13.68,72446.0,142.56756072086398,64428.38888888889,0,1,0,1,1,0,2,0,-0.1434462683724026
2019-06-30,64428.38888888889,143.72617868885578,0.027,1345330.5,1068.0,166.361785526316,174.697763166667,326.6147493,-0.0970541219456496,50.89583333333334,882.75,1.91,13.15,67411.68181818182,144.6235325958493,66401.09523809524,0,1,0,1,1,0,2,0,-0.14694528903384738
2019-07-31,66401.09523809524,145.51252092261865,0.022,1382244.285714286,951.0,167.059017321429,163.876753333333,325.469849011364,-0.1022326674500586,48.625,789.91,1.91,12.55,64428.38888888889,143.72617868885578,62213.71428571428,0,1,0,1,1,0,3,0,-0.12296131350655957
2019-08-31,62213.71428571428,144.59928754626793,0.04,1323978.6190476187,1168.0,171.814135204082,149.363005,314.626282090909,-0.2313673430684619,55.44345238095238,1568.36,1.95,12.91,66401.09523809524,145.51252092261865,50234.71428571428,0,0,0,1,0,0,3,0,-0.1435513774880567
2019-09-30,50234.71428571428,140.4698835539265,0.059,1349048.666666667,1744.0,168.744598496241,146.570486333333,322.453525275,-0.2210619469026549,59.95238095238095,2186.71,2.19,19.35,62213.71428571428,144.59928754626793,46590.22727272727,1,0,0,1,0,0,3,0,-0.1848873191403918
2019-10-31,46590.22727272727,143.73042913978404,0.033,1385458.9090909087,1768.0,162.179148214286,153.22109,339.87123723913,-0.2130531351443704,55.122159090909086,2098.61,2.2,19.39,50234.71428571428,140.4698835539265,43501.73684210526,1,0,0,1,0,0,4,0,-0.22182747503849573
2019-11-30,43501.73684210526,140.86390267552525,0.043,1580776.894736842,2484.0,147.012160204082,157.528264259259,332.9576305125,-0.2430532306662203,45.98684210526316,2336.43,2.27,24.95,46590.22727272727,143.73042913978404,44249.26315789474,1,0,0,1,0,0,4,0,-0.2257227709044152
2019-12-31,44249.26315789474,140.15402871376764,0.037,1715624.684210526,2241.0,143.98924375,165.254640833333,334.94944525,-0.2687040748162993,41.95394736842105,2045.48,2.4,19.57,43501.73684210526,140.86390267552525,45196.5,1,0,0,1,0,0,4,1,-0.24160348020896336
2020-01-31,45196.5,140.58220829856657,0.023,1689904.818181818,1044.0,148.042380357143,178.241777301587,337.079705,-0.1188135310781536,36.15056818181818,1927.73,2.4,15.23,44249.26315789474,140.15402871376764,44713.277777777774,1,0,0,0,0,0,1,0,-0.21019027885355776
2020-02-29,44713.277777777774,139.33855686261384,0.02,1870607.388888889,1187.0,152.587619642857,172.231102807018,325.428314565789,-0.0058679706601466,33.58680555555556,2017.84,2.41,14.49,45196.5,140.58220829856657,44348.47368421053,1,0,0,0,0,0,1,0,-0.13112852551819984
2020-03-31,44348.47368421053,125.95928630440235,0.033,1920231.105263158,1229.0,149.392999829932,170.874751666667,319.336156363636,-0.0071292775665398,29.56578947368421,3375.82,2.42,12.95,44713.277777777774,139.33855686261384,43724.85,1,0,0,0,0,0,1,0,-0.04393692643494667
2020-04-30,43724.85,106.14785723402336,0.015,2147120.7,1455.0,166.602533503401,179.746517936508,309.994349,0.0249391727493917,19.984375,3803.14,2.39,16.72,44348.47368421053,125.95928630440235,43074.31578947369,1,1,0,0,1,0,2,0,0.003980641507568434
2020-05-31,43074.31578947369,117.6089922372478,0.015,2221676.421052631,1912.0,186.7663875,174.954968833333,309.3314314125,0.0156503764949063,23.4375,2993.52,2.38,15.84,43724.85,106.14785723402336,43036.95238095238,1,1,0,0,1,0,2,0,0.011153423892586068
2020-06-30,43036.95238095238,124.7488081069742,0.022,2159027.80952381,1487.0,190.625037593985,169.722336666667,318.643036568182,0.107117181883537,29.53571428571428,2539.18,2.4,13.31,43074.31578947369,117.6089922372478,43325.38095238096,1,1,0,0,1,0,2,0,0.04923557704261167
2020-07-31,43325.38095238096,126.18657363141573,0.019,2315228.0,1480.0,199.184417517007,170.574121666667,328.935447988636,0.0906547285954111,29.532738095238088,2330.52,2.13,18.98,43036.95238095238,124.7488081069742,43152.65,1,1,0,0,1,0,3,0,0.07114076232461813
2020-08-31,43152.65,128.88075803061074,0.027,2333886.65,1447.0,231.754461466165,174.182476984127,332.14117675,0.1030013642564802,29.653125,2117.48,2.04,15.56,43325.38095238096,126.18657363141573,42344.68181818182,1,0,0,0,0,0,3,0,0.10025775824514277
2020-09-30,42344.68181818182,130.6844846760503,0.028,2317896.727272727,598.0,245.554056578947,204.137313809524,366.824605,0.2598404255319148,29.74431818181818,1532.82,1.83,15.47,43152.65,128.88075803061074,40710.33333333334,1,0,0,0,0,0,3,0,0.15116550612793536
2020-10-31,40710.33333333334,133.32696920181647,0.038,2324654.571428571,670.0,245.760356832298,203.4263,387.575052852273,0.6160886940827641,30.69642857142857,1406.32,1.55,12.52,42344.68181818182,130.6844846760503,39160.73684210526,1,0,0,0,0,0,4,0,0.32631016129038637
2020-11-30,39160.73684210526,134.7059258109409,0.032,2345522.47368421,385.0,268.622448809524,210.753936491228,419.585496225,0.569748529963718,32.940789473684205,1376.76,1.55,13.76,40710.33333333334,133.32696920181647,38876.72222222222,1,0,0,0,0,0,4,0,0.48189254985946567
2020-12-31,38876.72222222222,136.8431161358616,0.04,2433023.611111111,-364.0,304.297549659864,217.312542857143,443.655124977273,0.5542110358180056,34.21527777777778,1391.64,1.55,13.94,39160.73684210526,134.7059258109409,39641.1,1,0,0,0,0,0,4,1,0.580016086621496
2021-01-31,39641.1,139.58520930965972,0.04,2603551.55,1068.0,292.523726785714,237.944249824561,504.312117197368,0.549959288123764,34.121875,1423.55,1.58,19.63,38876.72222222222,136.8431161358616,39380.66666666666,1,0,0,0,0,0,1,0,0.5579729513018292
2021-02-28,39380.66666666666,138.03022073960275,0.036,2592889.277777778,1062.0,278.445755612245,240.806388070175,507.817272789474,0.5117275597654487,34.10069444444444,1473.45,0.65,57.74,39641.1,139.58520930965972,39707.86363636364,1,0,0,0,0,0,1,0,0.5386326279024062
2021-03-31,39707.86363636364,141.09417487142358,0.048,2523566.590909091,400.0,257.020755357143,229.887549275362,519.879422315217,0.6465356319314812,34.06818181818182,1568.17,0.05,41.45,39380.66666666666,138.03022073960275,40071.1,1,0,0,0,0,0,1,0,0.5694074932735647
2021-04-30,40071.1,139.4595002410379,0.041,2545887.45,1470.0,235.815603571429,239.936143333333,537.418366704545,0.8504360934639817,34.096875,1583.81,0.05,30.9,39707.86363636364,141.09417487142358,41091.57894736842,1,1,0,0,1,0,2,0,0.6695664283869706
2021-05-31,41091.57894736842,139.02384962262022,0.033,2540325.7368421047,1672.0,239.60245085034,278.447005396825,576.96794925,0.6620975454255656,34.11513157894737,1546.05,0.08,31.12,40071.1,139.4595002410379,42417.38095238096,1,1,0,0,1,0,2,0,0.719689756940343
2021-06-30,42417.38095238096,141.51582653601477,0.032,2701957.142857143,1101.0,248.767746071429,238.767026666667,537.355735397727,0.6575687591853873,34.11904761904762,1514.27,0.09,26.84,41091.57894736842,139.02384962262022,42842.80952380953,1,1,0,0,1,0,2,0,0.7233674660249783
2021-07-31,42842.80952380953,141.27998968445004,0.03,2864204.857142857,1537.0,264.573146768707,243.628006984127,523.5714795,0.5823981712385701,34.13095238095238,1596.32,0.1,22.89,42417.38095238096,141.51582653601477,43493.47619047619,1,1,0,0,1,0,3,0,0.634021491949841
2021-08-31,43493.47619047619,143.26683383080243,0.025,2930302.142857143,2345.0,276.719178214286,274.87603,504.040055590909,0.4841596379345813,34.15773809523809,1566.91,0.09,27.65,42842.80952380953,141.27998968445004,44879.18181818182,1,0,0,0,0,0,3,0,0.574708856119513
2021-09-30,44879.18181818182,143.9706718205934,0.035,2930527.5,1684.0,292.671593045113,269.733507301587,469.44013575,0.4567097364940482,34.15909090909091,1541.09,0.09,29.44,43493.47619047619,143.26683383080243,42939.42105263158,1,0,0,0,0,0,3,0,0.5077558485557333
2021-10-31,42939.42105263158,143.3826841389152,0.035,3032867.7368421047,1616.0,335.930684161491,294.036818253968,452.02187225,0.5479093198992441,34.14144736842105,1635.33,0.09,25.0,44879.18181818182,143.9706718205934,42472.66666666666,1,0,0,0,0,0,4,0,0.49625956477595795
2021-11-30,42472.66666666666,145.83092604014135,0.025,3151509.523809524,424.0,348.507116964286,317.437354813333,454.57643425,0.5789053932808292,34.17559523809524,1765.32,0.09,22.37,42939.42105263158,143.3826841389152,40627.4,1,0,0,0,0,0,4,0,0.5278414832247073
2021-12-31,40627.4,149.90105859226648,0.038,3383347.35,371.0,344.909299603175,324.017900555555,473.8100115,0.7165570713514575,34.2,1730.43,0.09,24.91,42472.66666666666,145.83092604014135,38995.428571428565,1,0,0,0,0,0,4,1,0.6144572615105103
2022-01-31,38995.428571428565,148.38667229287788,0.039,3702429.095238095,297.0,335.717134013605,326.081669833333,514.4485437,0.7400461627236008,36.92559523809524,1840.0,0.08,23.14,40627.4,149.90105859226648,37286.68421052631,1,0,0,0,0,0,1,0,0.6785028757852959
2022-02-28,37286.68421052631,150.62749685707746,0.047,3766891.1578947366,818.0,312.682041964286,347.5032275,583.693013289474,0.7218511899162827,38.315789473684205,1764.42,0.07,21.84,38995.428571428565,148.38667229287788,38588.47619047619,1,0,0,0,0,0,1,0,0.7261514746637804
2022-03-31,38588.47619047619,150.51804657724526,0.067,3663134.80952381,271.0,293.930790333851,387.665013697101,617.198306869565,0.6962360679700347,40.54166666666666,1819.09,0.07,17.42,37286.68421052631,150.62749685707746,42987.63157894737,1,0,0,0,0,1,1,0,0.7193778068699728
2022-04-30,42987.63157894737,152.04518763486476,0.06,3615568.842105264,1454.0,312.546127891156,406.026886301667,618.13839025,0.7503970354685016,43.27302631578947,1728.25,0.06,19.76,38588.47619047619,150.51804657724526,41639.1,1,1,0,0,1,0,2,0,0.7228280977849396
2022-05-31,41639.1,152.24234464055826,0.051,3708232.95,368.0,343.553283333333,444.15656781746,617.122967761364,0.693835965359144,45.521875,1883.41,0.08,16.96,42987.63157894737,152.04518763486476,40867.6,1,1,0,0,1,0,2,0,0.7134896895992268
2022-06-30,40867.6,154.12153204664014,0.053,3896192.45,-231.0,320.929682857143,397.6523199,621.198178125,0.6775297376568356,48.20625,2153.45,0.1,17.6,41639.1,152.24234464055826,40408.04761904762,1,1,0,0,1,0,2,0,0.7072542461614937
2022-07-31,40408.04761904762,152.28690814616465,0.074,4215983.047619048,-484.0,302.235405102041,321.97512765873,571.00147225,0.6801089918256134,51.07142857142857,2684.86,0.09,17.47,40867.6,154.12153204664014,37142.22727272727,1,1,0,0,1,0,3,0,0.683824898280531
2022-08-31,37142.22727272727,151.612772449014,0.07,4298228.454545454,-296.0,302.839988392857,323.016768768116,576.824169554348,0.5202897479488507,60.48863636363637,2417.43,0.08,19.82,40408.04761904762,152.28690814616465,37232.71428571428,1,0,0,0,0,0,3,0,0.6259761591437666
2022-09-30,37232.71428571428,150.70048200834128,0.062,4180569.7142857136,381.0,298.245303383459,346.322181071428,537.551980159091,0.3828587342477198,66.48809523809524,2455.2,0.08,17.87,37142.22727272727,151.612772449014,39088.42105263158,1,0,0,0,0,0,3,0,0.527752491340728
2022-10-31,39088.42105263158,149.33554346256122,0.063,4229952.7894736845,1883.0,284.957404968944,353.712907166667,507.5442275,0.3367193131922143,69.0625,2703.95,0.08,18.5,37232.71428571428,150.70048200834128,37925.85714285714,1,0,0,0,0,0,4,0,0.41328926512959496
2022-11-30,37925.85714285714,148.4884226507778,0.049,4400164.428571428,1360.0,291.179744924812,344.329860728333,529.748119329545,0.3028003947693067,69.17857142857143,2445.05,0.08,21.35,39088.42105263158,149.33554346256122,40820.9,1,0,0,0,0,0,4,0,0.340792814069747
2022-12-31,40820.9,148.70998019640453,0.051,4821671.55,1102.0,268.172526360544,323.654838134921,541.831786125,0.550318102949682,69.3,2216.18,0.08,23.18,37925.85714285714,148.4884226507778,43159.86363636364,1,0,0,0,0,0,4,1,0.3966126036370677
2023-01-31,43159.86363636364,149.67909756209536,0.06,5292718.863636363,-442.65,266.93523962585,320.097045125,555.506288113636,0.6476624231782264,69.46875,1956.59,0.08,25.75,40820.9,148.70998019640453,39898.777777777774,1,0,1,1,0,0,1,0,0.5002603069657384
2023-02-28,39898.777777777774,149.56301159336667,0.066,5237316.222222222,210.6,235.271947278912,332.412023436842,561.2921682375,0.4713116889884829,69.77430555555556,1976.25,0.2,26.97,43159.86363636364,149.67909756209536,37943.09090909091,1,0,1,1,0,0,1,0,0.5564307383721304
2023-03-31,37943.09090909091,150.95383648266932,0.077,5166708.090909091,-1111.03,207.675888664596,309.429599855072,547.225521652174,0.4094333119984243,70.98011363636364,2290.17,0.33,24.37,39898.777777777774,149.56301159336667,36971.944444444445,1,0,1,1,0,0,1,0,0.509469141388378
2023-04-30,36971.944444444445,147.420237630235,0.084,5200756.166666667,-192.99,223.847666428571,312.81082437193,546.87485895,0.3470631695603991,74.2361111111111,2501.9,0.77,29.31,37943.09090909091,150.95383648266932,33545.0,1,1,1,1,0,0,2,0,0.4092693901824355
2023-05-31,33545.0,145.73431858289763,0.078,5394247.0,-1124.04,221.90251875,299.44000625,508.345095619565,0.359055322462044,90.046875,2583.09,1.21,28.23,36971.944444444445,147.420237630235,31849.9,1,1,1,1,0,0,2,0,0.3718506013402892
2023-06-30,31849.9,146.23873239935295,0.06,5600168.8,-1832.74,209.040296830357,282.27674528254,526.295046613636,0.3961247789033608,92.446875,2309.41,1.68,25.0,33545.0,145.73431858289763,26070.09523809524,1,1,1,1,0,0,2,0,0.3674144236419347
2023-07-31,26070.09523809524,148.4041223249085,0.063,6105240.666666667,-700.34,207.397968890977,278.617600992064,555.11419625,0.4196344804293166,92.60119047619048,2017.05,2.33,22.17,31849.9,146.23873239935295,25280.22727272727,1,1,1,1,0,0,3,0,0.3916048605982405
2023-08-31,25280.22727272727,149.89987868424654,0.124,6397005.409090909,-974.39,198.757928528912,241.413877753623,510.150329576087,0.168187744458931,104.0170454545455,2046.35,2.56,27.34,26070.09523809524,148.4041223249085,27484.952380952385,1,0,1,1,0,1,3,0,0.32798233459720283
2023-09-30,27484.952380952385,149.48138256979234,0.127,6526667.857142856,-774.44,188.947744464286,229.390711,487.151474,0.1235428571428571,113.73511904761908,2246.48,3.08,30.01,25280.22727272727,149.89987868424654,25232.3,1,0,1,1,0,0,3,0,0.23712169401036828
2023-10-31,25232.3,148.27857113501602,0.083,7144661.05,-442.41,190.227211428571,216.463939126984,471.931072295454,0.3376378492657563,122.08125,2549.23,3.78,23.3,27484.952380952385,149.48138256979234,21398.8,1,0,1,1,0,0,4,0,0.20978948362251484
2023-11-30,21398.8,146.46241026600188,0.128,7806569.8,-558.7,190.90005,216.000269047619,494.348904715909,0.3819805561835858,129.35,2321.09,4.1,21.78,25232.3,148.27857113501602,21879.94736842105,1,0,1,1,0,0,4,0,0.28105375419739975
2023-12-31,21879.94736842105,143.38718516085896,0.255,9143580.684210524,1018.04,201.019470535714,229.633412587719,481.48682025,-0.2217601246105919,121.1710526315789,1886.05,4.33,20.17,21398.8,146.46241026600188,24328.68181818182,1,0,1,1,0,0,4,1,0.16595276027958342
2024-01-31,24328.68181818182,143.80100352260598,0.206,10250234.18181818,808.37,191.240942946429,226.078531904762,452.626469673913,-0.2732082849636463,109.1676136363636,1945.48,4.57,20.12,21879.94736842105,143.38718516085896,26959.42105263158,1,0,0,0,0,0,1,0,-0.0376626177968841
2024-02-29,26959.42105263158,143.68586840072385,0.132,10475072.736842113,1432.09,177.767708446429,219.238068463333,429.72632,-0.1272951575618929,108.8947368421053,1843.95,4.65,21.64,24328.68181818182,143.80100352260598,27998.57894736842,1,0,0,0,0,0,1,0,-0.20742118904537699
2024-03-31,27998.57894736842,142.8093520260092,0.11,10907225.10526316,2160.38,169.296742410714,211.841017208333,433.52754325,-0.0463932074229131,85.41447368421052,1556.1,4.83,17.82,26959.42105263158,143.68586840072385,28349.0,1,0,0,0,0,0,1,0,-0.14896554998281739
2024-04-30,28349.0,140.97930162334268,0.088,11650031.33333333,1806.77,183.655827659774,208.3816845,427.922140704545,0.082333854800394,71.28125,1279.95,5.06,17.64,27998.57894736842,142.8093520260092,28583.51612903226,1,1,0,0,1,0,2,0,-0.03045150339480397
